"desde","hacia","tipo","origen","confianza","notas"
"/gracias-por-participar","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/gracias-por-tu-confianza","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/gracias-por-tu-registro","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/gracias","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/herramientas-de-corte-y-proteccion-del-balde-estrategias-para-la-eficiencia-y-durabilidad","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/hitachi-yanmar-y-case-la-trilogia-representada-por-partequipos","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/inicio2025","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/la-importancia-de-las-arandelas-bujes-y-pasadores-en-la-maquinaria-pesada-en-colombia","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/landing-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lanzamiento_excavadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes-calidad-especificaciones-y-caracteristicas-de-productos","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes-eni","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes/lubricantes-eni","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes/lubricantes-eni/auto-liviano","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes/lubricantes-eni/auto-pesado","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes/lubricantes-eni/engranajes","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/lubricantes/lubricantes-eni/motos-scooter","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/mantenimiento-esencial-sistemas-hidraulicos-en-maquinaria-pesada-en-colombia","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/mantenimiento-preventivo-de-excavadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/cargadores","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/compactadores","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras-propuesta2025","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/aditamentos","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/excavadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/minicargadores","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150l","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650l","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-2050m-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-2050m","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx-130d-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx-210d-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx-350d-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx130c","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx220c","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/excavadoras/excavadora-case-construction-cx350c","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr175b-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr175b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr200b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr210b-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr220b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr240b-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr250b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/minicargadores-case/minicargador-case-construction-sr270b-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case/motoniveladora-case-construction-836d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case/motoniveladora-case-construction-845b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case/motoniveladora-case-construction-845c-tier-4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case/motoniveladora-case-construction-865b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/motoniveladoras-case/motoniveladora-case-construction-865c-tier-4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-570st","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-575sv","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-580n-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-580n","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-580sn","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-580sv-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-590sn","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/retrocargadoras/retrocargadora-case-construction-851-fx-tier4","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/vibrocompactador-case-sv208","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-llantas-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-llantas-dynapac/compactador-de-llantas-dynapac-cp1200","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-llantas-dynapac/compactador-de-llantas-dynapac-cp2100","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-llantas-dynapac/compactador-de-llantas-dynapac-cp28","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac/compactador-de-suelo-dynapac-ca1300d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac/compactador-de-suelo-dynapac-ca1500d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac/compactador-de-suelo-dynapac-ca15d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac/compactador-de-suelo-dynapac-ca25d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-de-suelo-dynapac/compactador-de-suelo-dynapac-ca35d","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc1200-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc1300-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc1400-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc2200-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc3200-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc4000-vi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactador-doble-rodillo-dynapac/compactador-doble-rodillo-dynapac-cc900","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/compactadores","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/pavimentadoras-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/pavimentadoras-dynapac/pavimentadora-dynapac-f1800c","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/pavimentadoras-dynapac/pavimentadora-dynapac-f80w","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/pavimentadoras-dynapac/pavimentadora-dynapac-sd2500c","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/pavimentadoras","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/reglas-dynapac","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/reglas-dynapac/regla-dynapac-v3500-vte","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/reglas-dynapac/regla-dynapac-v5100-vte","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/dynapac/reglas-dynapac/regla-dynapac-v6000-vte","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx130-5b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx130-5g","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx200lc-5g","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx210lc-5b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx350lc-5b","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx490-7g","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx690lc-6","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx690lc-7h","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx75us-5n","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx75us-7","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx85usb-5n","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx890lc-6","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
"/maquinaria-pesada/maquinaria-pesada-nueva/marcas/hitachi/excavadoras-hitachi/excavadora-hitachi-zx890lc-7h","","301","migracion","baja","HUÉRFANA: sin destino evidente en la estructura nueva. Requiere decisión humana."
