"url","status_http","title","meta_description","h1","canonical","profundidad","seccion","tipo_inferido"
"https://partequipos.com/dynapac-partequipos-maquinaria-de-compactacion-y-pavimentacion/","200","Dynapac + Partequipos: compactación y pavimentación","En Partequipos ahora es distribuidor oficial de Dynapac en Colombia: potencia, precisión y respaldo para tus proyectos viales y más.","Dynapac + Partequipos: maquinaria de compactación y pavimentación.","https://partequipos.com/dynapac-partequipos-maquinaria-de-compactacion-y-pavimentacion/","1","blog","institucional"
"https://partequipos.com/el-corazon-hidraulico-importancia-vital-de-las-bombas-en-maquinaria-pesada-en-colombia/","200","El Origen de Hitachi Construction Machinery.","La historia de una de las marcas más importantes de maquinaria pesada en Colombia: HITACHI - somos distribuidores oficiales","El Corazón Hidráulico: Importancia Vital de las Bombas en Maquinaria Pesada en Colombia","https://partequipos.com/el-corazon-hidraulico-importancia-vital-de-las-bombas-en-maquinaria-pesada-en-colombia/","1","blog","institucional"
"https://partequipos.com/el-origen-de-hitachi-construction-machinery/","200","El Origen de Hitachi Construction Machinery.","La historia de una de las marcas más importantes de maquinaria pesada en Colombia: HITACHI - somos distribuidores oficiales","El Origen de Hitachi Construction Machinery.","https://partequipos.com/el-origen-de-hitachi-construction-machinery/","1","blog","institucional"
"https://partequipos.com/elementor-48399/","200","Elementor #48399 - Partequipos","Maquinaria Pesada Usada Marcas Toneladas Tipo Año","MINIEXCAVADORA HITACHI","https://partequipos.com/elementor-48399/","1","corporativo","institucional"
"https://partequipos.com/excavadoras-funciones-partes-marcas/","200","Excavadoras: Funciones y Marcas Populares - Partequipos","Excavadoras: Funciones y Marcas Populares, Las excavadoras son máquinas pesadas versátiles ampliamente utilizadas en la construcción.","Excavadoras: Funciones, Partes y Marcas Populares en Colombia y Latinoamérica.","https://partequipos.com/excavadoras-funciones-partes-marcas/","1","blog","institucional"
"https://partequipos.com/excavadoras-hitachi-en-colombia-evolucion-potencia-y-confianza-total-con-partequipos/","200","Excavadoras Hitachi en Colombia: Evolución, Potencia y Confianza","Colombia ha sido testigo de la evolución de las excavadoras Hitachi: una marca sinónimo de tecnología japonesa de vanguardia.","Excavadoras Hitachi en Colombia: Evolución, Potencia y Confianza Total con Partequipos","https://partequipos.com/excavadoras-hitachi-en-colombia-evolucion-potencia-y-confianza-total-con-partequipos/","1","blog","institucional"
"https://partequipos.com/excavadoras-repuestos-rendimiento-sinigual/","200","Excavadoras: Los Repuestos Infaltables- Partequipos","Excavadoras: Los Repuestos Infaltables para un Rendimiento sin igual. Las excavadoras son fundamentales en la construcción y la mineria.","Excavadoras: Los Repuestos Infaltables para un Rendimiento sin igual.","https://partequipos.com/excavadoras-repuestos-rendimiento-sinigual/","1","blog","institucional"
"https://partequipos.com/excavadoras/","200","maquinaria usada - Partequipos","Maquinaria Pesada Usada Filtros HITACHI Marcas 2015 Año 0-5 21-25 Toneladas EXCAVADORAS Motoniveladoras Tipo de maquinaria","EXCAVADORA HITACHI","https://partequipos.com/excavadoras/","1","corporativo","institucional"
"https://partequipos.com/explorando-la-importancia-del-tren-de-rodaje-en-excavadoras-y-bulldozer-maquinaria-pesada/","200","La importancia del tren de Rodaje en Excavadoras y Bulldozer - Partequipos","Descubre la importancia del Tren de rodaje en excavadoras y bulldozers, y cómo su uso correcto impacta en la eficiencia operativa","Explorando la Importancia del Tren de Rodaje en Excavadoras y Bulldozer (maquinaria Pesada)","https://partequipos.com/explorando-la-importancia-del-tren-de-rodaje-en-excavadoras-y-bulldozer-maquinaria-pesada/","1","blog","institucional"
"https://partequipos.com/filtros-maquinaria-amarilla-protege-tu-maquina/","200","Filtros en Maquinaria Amarilla - Partequipos","En el mundo de la construcción y la minería, la maquinaria amarilla, desempeña un papel vital. Estas robustas máquinas son esenciales...","Filtros en Maquinaria Amarilla: Protegiendo la Salud de las Máquinas.","https://partequipos.com/filtros-maquinaria-amarilla-protege-tu-maquina/","1","blog","institucional"
"https://partequipos.com/fuga-de-aceite-en-maquinaria-pesada-sintomas-causas-y-repuestos-hidraulicos/","200","Fuga de aceite en maquinaria pesada y sus causas y síntomas","Conoce las causas y síntomas de una fuga de aceite en maquinaria pesada y soluciones hidráulicas para retrocargadores y más.","Fuga de aceite en maquinaria pesada: síntomas, causas y repuestos hidráulicos","https://partequipos.com/fuga-de-aceite-en-maquinaria-pesada-sintomas-causas-y-repuestos-hidraulicos/","1","blog","institucional"
"https://partequipos.com/gracias_por_tu_confianza/","200","Gracias_por_tu_confianza - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias_por_tu_confianza/","1","corporativo","institucional"
"https://partequipos.com/gracias-a-ti/","200","Gracias a ti - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-a-ti/","1","corporativo","institucional"
"https://partequipos.com/gracias-dynapac/","200","Gracias dynapac - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-dynapac/","1","corporativo","institucional"
"https://partequipos.com/gracias-hitachi/","200","Gracias - Hitachi - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-hitachi/","1","corporativo","institucional"
"https://partequipos.com/gracias-por-participar/","200","Gracias por participar - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-por-participar/","1","corporativo","institucional"
"https://partequipos.com/gracias-por-tu-confianza/","200","Gracias por tu confianza - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-por-tu-confianza/","1","corporativo","institucional"
"https://partequipos.com/gracias-por-tu-registro/","200","Gracias por tu registro - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias-por-tu-registro/","1","corporativo","institucional"
"https://partequipos.com/gracias/","200","Gracias - Partequipos","gracias por confiar en nuestra tienda Partequipos Colombia, somos tu mejor opción en equipos de maquinaria pesada.","","https://partequipos.com/gracias/","1","corporativo","institucional"
"https://partequipos.com/herramientas-de-corte-y-proteccion-del-balde-estrategias-para-la-eficiencia-y-durabilidad/","200","Herramientas de corte y protección del Balde - Partequipos","Descubre la importancia de seleccionar y emplear las Herramientas de corte y protección del Balde adecuadas para tu maquinaria pesada.","Herramientas de Corte y Protección del Balde: Estrategias para la Eficiencia y Durabilidad","https://partequipos.com/herramientas-de-corte-y-proteccion-del-balde-estrategias-para-la-eficiencia-y-durabilidad/","1","blog","institucional"
"https://partequipos.com/hitachi-yanmar-y-case-la-trilogia-representada-por-partequipos/","200","Hitachi, Yanmar y Case: La Trilogía Representada por Partequipos","Nos posicionamos como un referente en el mercado colombiano al representar a tres gigantes de la maquinaria pesada: Hitachi, Yanmar y Case.","Hitachi, Yanmar y Case: La Trilogía Representada por Partequipos","https://partequipos.com/hitachi-yanmar-y-case-la-trilogia-representada-por-partequipos/","1","blog","institucional"
"https://partequipos.com/inicio2025/","200","Maquinaria Pesada en Colombia - Partequipos","PARTEQUIPOS, líder en Maquinaria Pesada en Colombia: ofrecemos venta de Excavadoras, Bulldozer y más; además de repuestos y servicio técnico.","Venta de Maquinaria pesada y repuestos","https://partequipos.com/inicio2025/","1","corporativo","institucional"
"https://partequipos.com/la-importancia-de-las-arandelas-bujes-y-pasadores-en-la-maquinaria-pesada-en-colombia/","200","La Importancia de las Arandelas, Bujes y Pasadores - Partequipos","La esencia de arandelas, bujes y pasadores juegan un papel insustituible en una variedad de equipos esenciales.","El Pilar Invisible: La Importancia de las Arandelas, Bujes y Pasadores en la Maquinaria Pesada en Colombia","https://partequipos.com/la-importancia-de-las-arandelas-bujes-y-pasadores-en-la-maquinaria-pesada-en-colombia/","1","blog","institucional"
"https://partequipos.com/landing-dynapac/","200","Lanzamiento Excavadoras- Partequipos","Descubre la potencia y versatilidad definitivas en nuestras Lanzamiento excavadoras. Diseñadas para superar tus expectativas.","Propietarios DYNAPAC","https://partequipos.com/landing-dynapac/","1","corporativo","institucional"
"https://partequipos.com/lanzamiento_excavadoras/","200","Lanzamiento Excavadoras- Partequipos","Descubre la potencia y versatilidad definitivas en nuestras Lanzamiento excavadoras. Diseñadas para superar tus expectativas.","REGÍSTRATE Y CONOCE MÁS DE NUESTRO LANZAMIENTO","https://partequipos.com/lanzamiento_excavadoras/","1","corporativo","institucional"
"https://partequipos.com/lubricantes-calidad-especificaciones-y-caracteristicas-de-productos/","200","Lubricantes: Calidad y Especificaciones - Partequipos","Lubricantes: Calidad y Especificaciones. Aproximadamente el 90% del mercado mundial de lubricantes está compuesto de aceites convencionales.","«Lubricantes» Calidad, Especificaciones y Características de Productos","https://partequipos.com/lubricantes-calidad-especificaciones-y-caracteristicas-de-productos/","1","blog","institucional"
"https://partequipos.com/lubricantes-eni/","200","Lubricantes - Partequipos","Te presentamos Lubricantes Eni y Dispel, especializados para vehículos pesados, livianos, industriales, transmisiones y motos. Ver más.","","https://partequipos.com/lubricantes-eni/","1","corporativo","institucional"
"https://partequipos.com/lubricantes/lubricantes-eni/","200","Lubricantes Eni | Partequipos","Lubricantes Eni son productos diseñados para ofrecer un rendimiento superior en una amplia gama de aplicaciones industriales y automotrices.","","https://partequipos.com/lubricantes/lubricantes-eni/","2","otro","desconocido"
"https://partequipos.com/lubricantes/lubricantes-eni/auto-liviano/","200","Lubricante para Auto Liviano | Lubricantes ENI","Descubre la excelencia en rendimiento y protección con el lubricante para Auto Liviano con la calidad de lubricantes de Eni.","","https://partequipos.com/lubricantes/lubricantes-eni/auto-liviano/","3","otro","desconocido"
"https://partequipos.com/lubricantes/lubricantes-eni/auto-pesado/","200","Auto Pesado | Lubricantes Eni","Descubre la fuerza y ​​protección incomparables para tu Auto Pesado con la calidad de línea de lubricantes Eni.","","https://partequipos.com/lubricantes/lubricantes-eni/auto-pesado/","3","otro","desconocido"
"https://partequipos.com/lubricantes/lubricantes-eni/engranajes/","200","Engranajes | Lubricantes ENI","Lubricantes ENI son productos diseñados para ofrecer un rendimiento superior en una amplia gama de aplicaciones industriales y automotrices.","","https://partequipos.com/lubricantes/lubricantes-eni/engranajes/","3","otro","desconocido"
"https://partequipos.com/lubricantes/lubricantes-eni/motos-scooter/","200","Motos & Scooter | Lubricantes ENI","Lubricantes ENI son productos diseñados para ofrecer un rendimiento superior en una amplia gama de aplicaciones industriales y automotrices.","","https://partequipos.com/lubricantes/lubricantes-eni/motos-scooter/","3","otro","desconocido"
"https://partequipos.com/mantenimiento-esencial-sistemas-hidraulicos-en-maquinaria-pesada-en-colombia/","200","Sistemas Hidráulicos en Maquinaria Pesada en Colombia - Partequipos","Mantenimiento Esencial: Sistemas Hidráulicos en Maquinaria Pesada en Colombia - Partequipos te asesora en nuestros blogs.","Mantenimiento Esencial: Sistemas Hidráulicos en Maquinaria Pesada en Colombia","https://partequipos.com/mantenimiento-esencial-sistemas-hidraulicos-en-maquinaria-pesada-en-colombia/","1","blog","institucional"
"https://partequipos.com/mantenimiento-preventivo-de-excavadoras/","200","Mantenimiento Preventivo de Excavadoras - Partequipos","Mantenimiento Preventivo de ExcavadorasLas excavadoras son inversiones costosas y esenciales en muchas operaciones de construcción y minería.","Mantenimiento Preventivo de Excavadoras","https://partequipos.com/mantenimiento-preventivo-de-excavadoras/","1","blog","institucional"
"https://partequipos.com/maquinaria-pesada/","200","Maquinaria - Partequipos","Descubre cómo la Maquinaria Pesada revoluciona la industria moderna con su poderosa capacidad para realizar tareas exigentes.","","https://partequipos.com/maquinaria-pesada/","1","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/","200","Maquinaria Pesada Nueva - Partequipos","Descubre nuestra amplia selección de Maquinaria Pesada Nueva, diseñada para abordar los desafíos más exigentes en la industria","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/","2","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/cargadores/","200","Cargadores - Partequipos","Descubre una amplia gama de cargadores de maquinaria pesada diseñados para optimizar la productividad en tus proyectos industriales.","Cargadores","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/cargadores/","3","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/compactadores/","200","Compactadores - Partequipos","Descubre nuestra gama de Compactadores de maquinaria pesada, diseñados para ofrecer un rendimiento excepcional en la compactación de suelos.","Compactadores","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/compactadores/","3","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras-propuesta2025/","200","Excavadoras | Equipos Nuevos - Partequipos","Descubre nuestra amplia gama de excavadoras de alta calidad para todos tus proyectos de construcción. Obtén las mejores ofertas y asesoramiento experto en excavadoras hoy mismo.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras-propuesta2025/","3","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras/","200","Excavadoras | Equipos Nuevos - Partequipos","Descubre nuestra amplia gama de excavadoras de alta calidad para todos tus proyectos de construcción. Obtén las mejores ofertas y asesoramiento experto en excavadoras hoy mismo.","Excavadoras","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/excavadoras/","3","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/","200","Marcas - Partequipos","Con tecnología de vanguardia y un legado de excelencia, Nuestras Marcas son la opción preferida en la industria.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/","3","maquinaria","institucional"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/","200","Aditamentos - Partequipos","Potencia tu trabajo con nuestra solución líder en el mercado de Aditamentos para maquinaria pesada en Colombia","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/","4","maquinaria","marca"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/aditamentos/","200","Aditamentos - Partequipos","Optimiza tu maquinaria con nuestros aditamentos de calidad superior. Encuentra la herramienta perfecta para cada tarea.","Aditamentos","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/aditamentos/","5","maquinaria","tipo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/excavadoras/","200","Excavadoras - Partequipos","En Partequipos, ofrecemos una selección de excavadoras robustas y eficientes, diseñadas para excavar y realizar una variedad de tareas.","Excavadoras","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/excavadoras/","5","maquinaria","tipo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/minicargadores/","200","Minicargadores - Partequipos","En Partequipos, ofrecemos una amplia selección de minicargadores diseñados para ofrecer potencia y eficiencia en espacios reducidos","Minicargadores","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/aditamentos/minicargadores/","5","maquinaria","tipo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/","200","CASE CONSTRUCTION - Partequipos","CASE Construction tiene una línea completa de máquinas de construcción de alta tecnología y robustez para el aumento de su productividad.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/","4","maquinaria","marca"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/","200","Bulldozer - Partequipos","En Partequipos, ofrecemos una amplia gama de Bulldozer robustos y confiables, diseñados para ofrecer potencia, precisión y eficiencia","Bulldozer","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/","5","maquinaria","tipo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150l/","200","Bulldozer Case Construction 1150L - Partequipos","Descubre la poderosa Bulldozer CASE Construction: una máquina robusta diseñada para enfrentar los desafíos más exigentes.","BULLDOZER CASE CONSTRUCTION","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150l/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m-tier4/","200","Bulldozer Case Construction 1150M Tier4 - Partequipos","Descubre la poderosa Bulldozer CASE Construction: una máquina robusta diseñada para enfrentar los desafíos más exigentes.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m-tier4/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m/","200","Bulldozer Case Construction 1150M - Partequipos","Hay innumerables razones para elegir la bulldozer CASE 1150M con Mayor potencia y mejor tirador de la clase.","BULLDOZER CASE CONSTRUCTION","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1150m/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650l/","200","Bulldozer Case Construction 1650L - Partequipos","La Bulldozer 1650L CASE alcanza un aumento del 4% en la potencia y 12% en la economía de combustible en comparación a la generación anterior. Otras características “heavy-duty”, como cilindros más grandes, un dispositivo patentado “equistatic” que equilibra la tensión de la hoja y una nueva y robusta estructura C para soportar fuerzas extremas de la hoja de movimiento de tierra","BULLDOZER CASE CONSTRUCTION","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650l/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m-tier4/","200","Bulldozer Case Construction 1650M Tier4 - Partequipos","Descubre la poderosa Bulldozer CASE Construction: una máquina robusta diseñada para enfrentar los desafíos más exigentes.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m-tier4/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m/","200","Bulldozer Case Construction 1650M - Partequipos","La bulldozer 1650M CASE alcanza un aumento del 4% en la potencia y 12% en la economía de combustible en comparación a la generación anterior.","BULLDOZER CASE CONSTRUCTION","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-1650m/","6","maquinaria","modelo"
"https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-2050m-tier4/","200","Bulldozer Case Construction 2050M Tier4 - Partequipos","Descubre la poderosa Bulldozer CASE Construction: una máquina robusta diseñada para enfrentar los desafíos más exigentes.","","https://partequipos.com/maquinaria-pesada/maquinaria-pesada-nueva/marcas/case-construction/bulldozer/bulldozer-case-construction-2050m-tier4/","6","maquinaria","modelo"
